case_number,member_state,directorate_general,LFN_258,RO_258,RF_258,date_LFN_258,date_RO_258,date_RF_258,LFN_close,year,election_id,election_date,LFN_election,incorrect,workload,daysbeforeED,out_eu_cont,out_left_cont,influence,support,distance,effectiveness,expenditures,pilot,length,commission,addressee,scope,bureaucracy_quality
20140407,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140408,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140409,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140410,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140411,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140412,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140413,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140414,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140415,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140416,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140417,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140418,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140419,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140420,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140421,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20140422,Bulgaria,Environment,1,0,0,9/29/14,NA,NA,11/26/14,2014,840,10/5/14,1,0,0.4017702,6,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20072323,Denmark,Competition,1,0,0,11/6/07,NA,NA,10/16/08,2007,174,11/13/07,1,0,-0.492781508,7,-1.5957,3.4909,-0.784444013,0.116426934,0.402426875,1.913949232,1.421411895,0,NA,NA,NA,NA,1.027478538
20072333,Denmark,Health and Consumers,1,1,0,11/6/07,3/19/09,NA,3/19/09,2007,174,11/13/07,1,1,-0.940057362,7,-1.5957,3.4909,-0.784444013,0.116426934,0.402426875,1.913949232,1.421411895,0,NA,NA,NA,NA,1.027478538
20030431,Finland,Health and Consumers,1,0,0,3/7/03,NA,NA,12/16/03,2003,253,3/16/03,1,0,-0.652522884,9,-3.0943,-2.2432,-0.537101848,-0.984993947,-0.791446174,1.763203447,0.464643303,0,NA,NA,NA,NA,1.027478538
20030432,Finland,Health and Consumers,1,0,0,3/7/03,NA,NA,12/16/03,2003,253,3/16/03,1,0,-0.652522884,9,-3.0943,-2.2432,-0.537101848,-0.984993947,-0.791446174,1.763203447,0.464643303,0,8.642062173,0,0,0,1.027478538
20030433,Finland,Health and Consumers,1,0,0,3/7/03,NA,NA,12/16/03,2003,253,3/16/03,1,0,-0.652522884,9,-3.0943,-2.2432,-0.537101848,-0.984993947,-0.791446174,1.763203447,0.464643303,0,8.642062173,0,0,0,1.027478538
20030434,Finland,Health and Consumers,1,0,0,3/7/03,NA,NA,12/16/03,2003,253,3/16/03,1,0,-0.652522884,9,-3.0943,-2.2432,-0.537101848,-0.984993947,-0.791446174,1.763203447,0.464643303,0,NA,NA,NA,NA,1.027478538
20030435,Finland,Health and Consumers,1,0,0,3/7/03,NA,NA,7/9/03,2003,253,3/16/03,1,0,-0.333040131,9,-3.0943,-2.2432,-0.537101848,-0.984993947,-0.791446174,1.763203447,0.464643303,0,NA,NA,NA,NA,1.027478538
20030436,Finland,Health and Consumers,1,0,0,3/7/03,NA,NA,12/16/03,2003,253,3/16/03,1,0,-0.652522884,9,-3.0943,-2.2432,-0.537101848,-0.984993947,-0.791446174,1.763203447,0.464643303,0,NA,NA,NA,NA,1.027478538
20030437,Finland,Health and Consumers,1,0,0,3/7/03,NA,NA,12/14/04,2003,253,3/16/03,1,0,-1.035902187,9,-3.0943,-2.2432,-0.537101848,-0.984993947,-0.791446174,1.763203447,0.464643303,0,NA,NA,NA,NA,1.027478538
20030438,Finland,Health and Consumers,1,0,0,3/7/03,NA,NA,12/14/04,2003,253,3/16/03,1,0,-1.035902187,9,-3.0943,-2.2432,-0.537101848,-0.984993947,-0.791446174,1.763203447,0.464643303,0,NA,NA,NA,NA,1.027478538
20030439,Finland,Health and Consumers,1,0,0,3/7/03,NA,NA,12/14/04,2003,253,3/16/03,1,0,-1.035902187,9,-3.0943,-2.2432,-0.537101848,-0.984993947,-0.791446174,1.763203447,0.464643303,0,NA,NA,NA,NA,1.027478538
20030440,Finland,Health and Consumers,1,0,0,3/7/03,NA,NA,7/7/04,2003,253,3/16/03,1,0,-1.003953912,9,-3.0943,-2.2432,-0.537101848,-0.984993947,-0.791446174,1.763203447,0.464643303,0,NA,NA,NA,NA,1.027478538
20030441,Finland,Health and Consumers,1,0,0,3/7/03,NA,NA,12/14/04,2003,253,3/16/03,1,0,-1.035902187,9,-3.0943,-2.2432,-0.537101848,-0.984993947,-0.791446174,1.763203447,0.464643303,0,NA,NA,NA,NA,1.027478538
20030442,Finland,Health and Consumers,1,0,0,3/7/03,NA,NA,12/16/03,2003,253,3/16/03,1,0,-0.652522884,9,-3.0943,-2.2432,-0.537101848,-0.984993947,-0.791446174,1.763203447,0.464643303,0,NA,NA,NA,NA,1.027478538
20030443,Finland,Energy,1,0,0,3/7/03,NA,NA,7/9/03,2003,253,3/16/03,1,0,-0.333040131,9,-3.0943,-2.2432,-0.537101848,-0.984993947,-0.791446174,1.763203447,0.464643303,0,NA,NA,NA,NA,1.027478538
20030444,Finland,Mobility and Transport,1,1,0,3/7/03,7/9/03,NA,7/9/03,2003,253,3/16/03,1,0,-0.588626333,9,-3.0943,-2.2432,-0.537101848,-0.984993947,-0.791446174,1.763203447,0.464643303,0,NA,NA,NA,NA,1.027478538
20070716,Belgium,Health and Consumers,1,0,0,6/1/07,NA,NA,12/11/07,2007,401,6/10/07,1,0,1.136580532,9,-0.4549,0.8053,-0.305717242,1.199566971,-0.894661885,0.694815157,0.620938779,0,6.327936784,0,0,2,1.027478538
20111103,Poland,Enterprise and Industry,1,1,0,9/30/11,6/21/12,NA,6/21/12,2011,766,10/9/11,1,0,0.178132273,9,-3.8892,-1.4642,1.130463075,0.317516224,-1.385680279,-0.920993227,-1.355569495,0,9.333707786,0,0,0,-0.349056467
20111104,Poland,Home Affairs,1,1,0,9/30/11,4/26/12,NA,4/26/12,2011,766,10/9/11,1,0,0.178132273,9,-3.8892,-1.4642,1.130463075,0.317516224,-1.385680279,-0.920993227,-1.355569495,0,8.574329383,0,0,0,-0.349056467
20111106,Poland,Environment,1,0,0,9/30/11,NA,NA,1/26/12,2011,766,10/9/11,1,0,0.785149504,9,-3.8892,-1.4642,1.130463075,0.317516224,-1.385680279,-0.920993227,-1.355569495,0,7.20489251,1,0,0,-0.349056467
20111107,Poland,Enterprise and Industry,1,0,0,9/30/11,NA,NA,9/27/12,2011,766,10/9/11,1,0,0.178132273,9,-3.8892,-1.4642,1.130463075,0.317516224,-1.385680279,-0.920993227,-1.355569495,0,7.167809184,0,0,8,-0.349056467
20114013,Ireland,Health and Consumers,1,0,0,2/16/11,NA,NA,4/29/15,2011,698,2/25/11,1,1,-1.163695288,9,1.3319,-0.3659,-0.784444013,-0.697070646,-1.537338818,0.432976396,1.376722481,1,NA,NA,NA,NA,1.027478538
20122228,Hungary,"Communication Networks, Content and Technology",1,0,0,3/28/14,NA,NA,4/29/15,2014,814,4/6/14,1,1,-0.972005637,9,3.0424,3.6689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.349056467
20142199,Latvia,Health and Consumers,1,0,0,9/25/14,NA,NA,2/26/15,2014,831,10/4/14,1,0,-0.684471159,9,-0.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03732397
20025033,Spain,Environment,1,0,0,2/28/08,NA,NA,9/18/08,2008,500,3/9/08,1,1,2.446459818,10,-1.3922,-3.8592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.349056467
20044510,Spain,Environment,1,0,0,2/28/08,NA,NA,10/16/08,2008,500,3/9/08,1,1,2.158925341,10,-1.3922,-3.8592,1.130463075,0.779107547,0.821380251,-0.435283281,-0.441946846,1,NA,NA,NA,NA,-0.349056467
20062193,Spain,Environment,1,0,0,2/28/08,NA,NA,1/28/10,2008,500,3/9/08,1,1,0.689304678,10,-1.3922,-3.8592,1.130463075,0.779107547,0.821380251,-0.435283281,-0.441946846,1,NA,NA,NA,NA,-0.349056467
20072373,Spain,Taxation and Customs Union,1,1,1,2/28/08,10/16/08,3/19/09,10/16/08,2008,500,3/9/08,1,1,-0.908109086,10,-1.3922,-3.8592,1.130463075,0.779107547,0.821380251,-0.435283281,-0.441946846,1,NA,NA,NA,NA,-0.349056467
20072382,Spain,Taxation and Customs Union,1,1,1,2/28/08,11/27/08,10/8/09,11/27/08,2008,500,3/9/08,1,1,-1.035902187,10,-1.3922,-3.8592,1.130463075,0.779107547,0.821380251,-0.435283281,-0.441946846,1,NA,NA,NA,NA,-0.349056467
20072434,Spain,Environment,1,0,0,2/28/08,NA,NA,9/18/08,2008,500,3/9/08,1,1,2.446459818,10,-1.3922,-3.8592,1.130463075,0.779107547,0.821380251,-0.435283281,-0.441946846,1,NA,NA,NA,NA,-0.349056467
20074432,Austria,Internal Market and Services,1,0,0,9/18/08,NA,NA,6/25/09,2008,607,9/28/08,1,1,0.210080549,10,0.3956,-2.744,-0.497207952,-1.314049148,-1.022629667,0.95790625,0.996278522,1,NA,NA,NA,NA,1.027478538
20082006,Spain,Mobility and Transport,1,0,0,2/28/08,NA,NA,4/14/09,2008,500,3/9/08,1,1,1.392166734,10,-1.3922,-3.8592,1.130463075,0.779107547,0.821380251,-0.435283281,-0.441946846,1,NA,NA,NA,NA,-0.349056467
20082020,Italy,Environment,1,0,0,4/3/08,NA,NA,6/26/08,2008,111,4/13/08,1,1,3.053477048,10,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1,NA,NA,NA,NA,-1.03732397
20082035,Italy,Internal Market and Services,1,0,0,4/3/08,NA,NA,1/29/09,2008,111,4/13/08,1,1,1.743597762,10,5.0946,-7.1459,1.321953782,0.189550312,1.79050302,-1.462099304,0.310802208,1,NA,NA,NA,NA,-1.03732397
20084305,Austria,Internal Market and Services,1,1,0,9/18/08,3/18/10,NA,3/18/10,2008,607,9/28/08,1,1,-0.620574609,10,0.3956,-2.744,-0.497207952,-1.314049148,-1.022629667,0.95790625,0.996278522,1,NA,NA,NA,NA,1.027478538
20084368,Bulgaria,Taxation and Customs Union,1,1,0,6/25/09,4/26/12,NA,4/26/12,2009,79,7/5/09,1,1,-1.003953912,10,-0.7402,-4.5018,-0.497207952,1.368664782,0.277884484,-1.673776938,-2.125479873,0,NA,NA,NA,NA,-1.725591472
20084708,Bulgaria,Taxation and Customs Union,1,0,0,6/25/09,NA,NA,3/18/10,2009,79,7/5/09,1,1,-0.460833232,10,-0.7402,-4.5018,-0.497207952,1.368664782,0.277884484,-1.673776938,-2.125479873,0,NA,NA,NA,NA,-1.725591472
20092146,Bulgaria,Internal Market and Services,1,0,0,6/25/09,NA,NA,6/24/10,2009,79,7/5/09,1,1,-0.716419435,10,-0.7402,-4.5018,-0.497207952,1.368664782,0.277884484,-1.673776938,-2.125479873,0,NA,NA,NA,NA,-1.725591472
20092165,Bulgaria,Energy,1,1,0,6/25/09,6/24/10,NA,6/24/10,2009,79,7/5/09,1,1,-0.972005637,10,-0.7402,-4.5018,-0.497207952,1.368664782,0.277884484,-1.673776938,-2.125479873,0,NA,NA,NA,NA,-1.725591472
20092183,Bulgaria,Energy,1,1,1,6/25/09,6/24/10,11/24/11,6/24/10,2009,79,7/5/09,1,1,-1.131747013,10,-0.7402,-4.5018,-0.497207952,1.368664782,0.277884484,-1.673776938,-2.125479873,0,NA,NA,NA,NA,-1.725591472
20094293,Belgium,Taxation and Customs Union,1,0,0,6/3/10,NA,NA,6/16/11,2010,486,6/13/10,1,1,1.00878743,10,-2.3306,0.4732,-0.305717242,0.253533268,-1.731949772,0.647297676,0.677620241,0,NA,NA,NA,NA,1.027478538
20094590,Poland,Taxation and Customs Union,1,0,0,9/29/11,NA,NA,7/10/14,2011,766,10/9/11,1,1,-0.780315985,10,-3.8892,-1.4642,1.130463075,0.317516224,-1.385680279,-0.920993227,-1.355569495,0,NA,NA,NA,NA,-0.349056467
20102070,Belgium,Environment,1,1,1,6/3/10,10/28/10,4/6/11,10/28/10,2010,486,6/13/10,1,1,-0.74836771,10,-2.3306,0.4732,-0.305717242,0.253533268,-1.731949772,0.647297676,0.677620241,0,NA,NA,NA,NA,1.027478538
20112108,Slovenia,"Employment, Social Affairs and Equal Opportunities",1,0,0,11/24/11,NA,NA,11/20/13,2011,778,12/4/11,1,1,-1.003953912,10,-0.0513,-0.2363,-1.071680077,-0.308602701,1.607069325,-0.320228162,-0.142186855,1,NA,NA,NA,NA,-0.349056467
20112120,Poland,Internal Market and Services,1,0,0,9/29/11,NA,NA,9/27/12,2011,766,10/9/11,1,1,0.082287447,10,-3.8892,-1.4642,1.130463075,0.317516224,-1.385680279,-0.920993227,-1.355569495,0,NA,NA,NA,NA,-0.349056467
20114095,Greece,Internal Market and Services,1,0,0,4/26/12,NA,NA,6/20/13,2012,783,5/6/12,1,1,-0.492781508,10,-0.2666,-2.2397,-0.305717242,-2.639410375,-1.629921752,-1.434904347,0.115721736,0,NA,NA,NA,NA,-0.349056467
20114125,Poland,Environment,1,0,0,9/29/11,NA,NA,7/22/16,2011,766,10/9/11,1,1,-1.163695288,10,-3.8892,-1.4642,1.130463075,0.317516224,-1.385680279,-0.920993227,-1.355569495,0,NA,NA,NA,NA,-0.349056467
20114153,Slovenia,Environment,1,0,0,11/24/11,NA,NA,1/23/14,2011,778,12/4/11,1,1,-1.035902187,10,-0.0513,-0.2363,-1.071680077,-0.308602701,1.607069325,-0.320228162,-0.142186855,1,NA,NA,NA,NA,-0.349056467
20122072,Greece,Climate Action,1,0,0,4/26/12,NA,NA,9/27/12,2012,783,5/6/12,1,1,0.785149504,10,-0.2666,-2.2397,-0.305717242,-2.639410375,-1.629921752,-1.434904347,0.115721736,0,8.965334574,0,0,1,-0.349056467
20142240,Bulgaria,Economic and Financial Affairs,1,0,0,9/25/14,NA,NA,12/10/15,2014,840,10/5/14,1,1,-1.067850463,10,7.9,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.725591472
20042201,Lithuania,Mobility and Transport,1,0,0,10/13/04,NA,NA,7/5/05,2004,214,10/24/04,1,1,-1.163695288,11,-0.6577,3.8962,-0.734334295,1.368664782,0.09249294,-0.718608741,-1.831243597,0,9.130755893,0,0,0,-1.03732397
20042261,Lithuania,Energy,1,1,0,10/13/04,3/16/05,NA,3/16/05,2004,214,10/24/04,1,0,-1.163695288,11,-0.6577,3.8962,-0.734334295,1.368664782,0.09249294,-0.718608741,-1.831243597,0,10.17175742,0,0,4,-1.03732397
20080683,Lithuania,"Employment, Social Affairs and Equal Opportunities",1,0,0,10/1/08,NA,NA,5/14/09,2008,646,10/12/08,1,0,-0.716419435,11,0.6304,-4.2032,-0.784444013,0.71055438,-0.540587935,-0.923953389,-1.101867723,1,7.870929597,0,0,0,-1.03732397
20080684,Lithuania,Internal Market and Services,1,0,0,10/1/08,NA,NA,1/29/09,2008,646,10/12/08,1,0,-0.269143581,11,0.6304,-4.2032,-0.784444013,0.71055438,-0.540587935,-0.923953389,-1.101867723,1,9.521274996,0,0,4,-1.03732397
20112036,Finland,Mobility and Transport,1,0,0,4/6/11,NA,NA,9/29/11,2011,700,4/17/11,1,0,0.018390897,11,3.5579,-1.4424,-0.784444013,-1.638534138,-1.121359366,1.753269349,0.686002262,1,9.922407437,0,0,6,1.027478538
20150475,Portugal,Energy,1,1,0,9/23/15,2/25/16,NA,2/25/16,2015,993,10/4/15,1,0,-1.131747013,11,0.7542,2.2457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.349056467
20150476,Portugal,"Communication Networks, Content and Technology",1,1,0,9/23/15,4/28/16,NA,4/28/16,2015,993,10/4/15,1,0,-1.131747013,11,0.7542,2.2457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.349056467
20150477,Portugal,Mobility and Transport,1,0,0,9/23/15,NA,NA,11/19/15,2015,993,10/4/15,1,0,-0.428884957,11,0.7542,2.2457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.349056467
20040326,Luxembourg,Enterprise and Industry,1,1,0,6/1/04,12/14/04,NA,12/14/04,2004,383,6/13/04,1,0,0.050339172,12,NA,3.1579,-1.043045952,1.131013804,-0.651584827,1.221106055,1.864779976,0,8.666991557,1,0,1,1.027478538
20040327,Luxembourg,Eurostat,1,0,0,6/1/04,NA,NA,12/14/04,2004,383,6/13/04,1,0,0.657356402,12,NA,3.1579,-1.043045952,1.131013804,-0.651584827,1.221106055,1.864779976,0,6.942156706,0,0,4,1.027478538
20040328,Luxembourg,Health and Consumers,1,0,0,6/1/04,NA,NA,12/14/04,2004,383,6/13/04,1,0,0.657356402,12,NA,3.1579,-1.043045952,1.131013804,-0.651584827,1.221106055,1.864779976,0,7.766840537,1,0,1,1.027478538
20040329,Luxembourg,Health and Consumers,1,0,0,6/1/04,NA,NA,12/14/04,2004,383,6/13/04,1,0,0.657356402,12,NA,3.1579,-1.043045952,1.131013804,-0.651584827,1.221106055,1.864779976,0,7.683403681,1,0,1,1.027478538
20040330,Luxembourg,Health and Consumers,1,0,0,6/1/04,NA,NA,12/14/04,2004,383,6/13/04,1,0,0.657356402,12,NA,3.1579,-1.043045952,1.131013804,-0.651584827,1.221106055,1.864779976,0,9.117566972,0,0,1,1.027478538
20040331,Luxembourg,Health and Consumers,1,1,0,6/1/04,12/14/04,NA,12/14/04,2004,383,6/13/04,1,0,0.050339172,12,NA,3.1579,-1.043045952,1.131013804,-0.651584827,1.221106055,1.864779976,0,7.500529485,1,0,4,1.027478538
20040332,Luxembourg,Health and Consumers,1,1,0,6/1/04,12/14/04,NA,12/14/04,2004,383,6/13/04,1,0,0.050339172,12,NA,3.1579,-1.043045952,1.131013804,-0.651584827,1.221106055,1.864779976,0,7.5416831,1,0,5,1.027478538
20040333,Luxembourg,Health and Consumers,1,1,0,6/1/04,12/14/04,NA,12/14/04,2004,383,6/13/04,1,0,0.050339172,12,NA,3.1579,-1.043045952,1.131013804,-0.651584827,1.221106055,1.864779976,0,7.228388452,1,0,2,1.027478538
20040334,Luxembourg,Mobility and Transport,1,1,0,6/1/04,10/13/04,NA,10/13/04,2004,383,6/13/04,1,0,0.114235723,12,NA,3.1579,-1.043045952,1.131013804,-0.651584827,1.221106055,1.864779976,0,8.035278911,0,0,12,1.027478538
20100693,Latvia,Environment,1,0,0,9/20/10,NA,NA,2/16/11,2010,690,10/2/10,1,0,-0.684471159,12,7.9,-7.4,-1.071680077,-0.761053602,-0.532085421,-0.76056155,-1.543614914,0,9.311451873,0,0,0,-1.03732397
20100694,Latvia,Mobility and Transport,1,0,0,9/20/10,NA,NA,5/19/11,2010,690,10/2/10,1,0,-0.876160811,12,7.9,-7.4,-1.071680077,-0.761053602,-0.532085421,-0.76056155,-1.543614914,0,9.922407437,0,0,6,-1.03732397
20100695,Latvia,Mobility and Transport,1,0,0,9/20/10,NA,NA,5/19/11,2010,690,10/2/10,1,0,-0.876160811,12,7.9,-7.4,-1.071680077,-0.761053602,-0.532085421,-0.76056155,-1.543614914,0,6.137727054,1,0,2,-1.03732397
20112154,Slovakia,Enterprise and Industry,1,0,0,2/27/12,NA,NA,7/10/14,2012,781,3/10/12,1,1,-1.067850463,12,-2.2208,3.9792,-0.784444013,-1.268347037,0.030634724,-0.58680476,-0.935371659,0,NA,NA,NA,NA,-0.349056467
20112204,Slovakia,"Employment, Social Affairs and Equal Opportunities",1,1,1,2/27/12,11/21/12,4/25/13,11/21/12,2012,781,3/10/12,1,1,-1.195643564,12,-2.2208,3.9792,-0.784444013,-1.268347037,0.030634724,-0.58680476,-0.935371659,0,NA,NA,NA,NA,-0.349056467
20124003,Slovakia,Environment,1,1,0,2/27/12,9/26/13,NA,9/26/13,2012,781,3/10/12,1,1,-1.163695288,12,-2.2208,3.9792,-0.784444013,-1.268347037,0.030634724,-0.58680476,-0.935371659,0,NA,NA,NA,NA,-0.349056467
20060266,Hungary,Internal Market and Services,1,0,0,3/27/06,NA,NA,12/12/06,2006,194,4/9/06,1,0,-0.74836771,13,-3.0424,-3.6689,-0.219814867,-0.436568612,1.855383407,-0.506830212,-0.576942048,0,10.65093351,0,0,3,-0.349056467
20060267,Hungary,Health and Consumers,1,0,0,3/27/06,NA,NA,12/12/06,2006,194,4/9/06,1,0,-0.74836771,13,-3.0424,-3.6689,-0.219814867,-0.436568612,1.855383407,-0.506830212,-0.576942048,0,7.560601163,0,0,22,-0.349056467
20060268,Hungary,Health and Consumers,1,0,0,3/27/06,NA,NA,12/12/06,2006,194,4/9/06,1,0,-0.74836771,13,-3.0424,-3.6689,-0.219814867,-0.436568612,1.855383407,-0.506830212,-0.576942048,0,6.721425701,1,0,2,-0.349056467
20060269,Hungary,Taxation and Customs Union,1,0,0,3/27/06,NA,NA,12/12/06,2006,194,4/9/06,1,0,-0.74836771,13,-3.0424,-3.6689,-0.219814867,-0.436568612,1.855383407,-0.506830212,-0.576942048,0,8.506132244,0,0,15,-0.349056467
20060270,Hungary,Enterprise and Industry,1,1,0,3/27/06,6/28/06,NA,6/28/06,2006,194,4/9/06,1,0,-0.972005637,13,-3.0424,-3.6689,-0.219814867,-0.436568612,1.855383407,-0.506830212,-0.576942048,0,8.29654652,1,0,0,-0.349056467
20060271,Hungary,Internal Market and Services,1,0,0,3/27/06,NA,NA,10/12/06,2006,194,4/9/06,1,0,-0.684471159,13,-3.0424,-3.6689,-0.219814867,-0.436568612,1.855383407,-0.506830212,-0.576942048,0,6.361302478,1,0,1,-0.349056467
20060279,Italy,Internal Market and Services,1,0,0,3/27/06,NA,NA,6/28/06,2006,107,4/9/06,1,0,4.235563234,13,3.0054,3.8459,1.529551186,0.875081981,0.487462486,-1.303952431,0.341235523,0,8.920255415,0,0,0,-1.03732397
20060281,Italy,Internal Market and Services,1,0,0,3/27/06,NA,NA,10/12/06,2006,107,4/9/06,1,0,3.117373599,13,3.0054,3.8459,1.529551186,0.875081981,0.487462486,-1.303952431,0.341235523,0,11.21718434,0,0,1,-1.03732397
20060282,Italy,Internal Market and Services,1,0,0,3/27/06,NA,NA,10/12/06,2006,107,4/9/06,1,0,3.117373599,13,3.0054,3.8459,1.529551186,0.875081981,0.487462486,-1.303952431,0.341235523,0,10.65093351,0,0,3,-1.03732397
20060284,Italy,Home Affairs,1,1,1,3/27/06,6/28/06,12/12/06,6/28/06,2006,107,4/9/06,1,0,0.625408127,13,3.0054,3.8459,1.529551186,0.875081981,0.487462486,-1.303952431,0.341235523,0,7.728855824,0,0,0,-1.03732397
20060285,Italy,Health and Consumers,1,0,0,3/27/06,NA,NA,12/12/06,2006,107,4/9/06,1,0,2.318666717,13,3.0054,3.8459,1.529551186,0.875081981,0.487462486,-1.303952431,0.341235523,0,6.721425701,1,0,2,-1.03732397
20060286,Italy,Taxation and Customs Union,1,0,0,3/27/06,NA,NA,10/12/06,2006,107,4/9/06,1,0,3.117373599,13,3.0054,3.8459,1.529551186,0.875081981,0.487462486,-1.303952431,0.341235523,0,8.506132244,0,0,15,-1.03732397
20060288,Italy,Internal Market and Services,1,0,0,3/27/06,NA,NA,10/12/06,2006,107,4/9/06,1,0,3.117373599,13,3.0054,3.8459,1.529551186,0.875081981,0.487462486,-1.303952431,0.341235523,0,6.361302478,1,0,1,-1.03732397
20060289,Italy,Enterprise and Industry,1,1,0,3/27/06,6/28/06,NA,6/28/06,2006,107,4/9/06,1,0,3.117373599,13,3.0054,3.8459,1.529551186,0.875081981,0.487462486,-1.303952431,0.341235523,0,6.293419279,1,0,1,-1.03732397
20100387,Netherlands,Enterprise and Industry,1,1,0,5/27/10,9/30/10,NA,9/30/10,2010,530,6/9/10,1,0,-0.013557378,13,-1.7686,-1.4106,-0.209971888,-0.253760167,-1.389860369,0.886837028,0.89817194,1,9.253208272,0,0,0,1.027478538
20100388,Netherlands,Environment,1,0,0,5/27/10,NA,NA,9/30/10,2010,530,6/9/10,1,0,0.242028824,13,-1.7686,-1.4106,-0.209971888,-0.253760167,-1.389860369,0.886837028,0.89817194,1,8.043984431,0,0,16,1.027478538
20100389,Netherlands,Health and Consumers,1,0,0,5/27/10,NA,NA,9/30/10,2010,530,6/9/10,1,0,0.242028824,13,-1.7686,-1.4106,-0.209971888,-0.253760167,-1.389860369,0.886837028,0.89817194,1,8.435332165,1,0,1,1.027478538
20050207,Portugal,Health and Consumers,1,1,0,2/4/05,7/5/05,NA,7/5/05,2005,210,2/20/05,1,0,0.785149504,16,0.7542,2.2457,-0.219814867,0.509465091,-0.661611237,-0.199202159,-0.105838049,0,8.933268479,0,0,0,-0.349056467
20050208,Portugal,Mobility and Transport,1,1,0,2/4/05,7/5/05,NA,7/5/05,2005,210,2/20/05,1,0,-0.045505654,16,0.7542,2.2457,-0.219814867,0.509465091,-0.661611237,-0.199202159,-0.105838049,0,8.073402969,0,0,8,-0.349056467
20050209,Portugal,Mobility and Transport,1,1,0,2/4/05,7/5/05,NA,7/5/05,2005,210,2/20/05,1,0,0.785149504,16,0.7542,2.2457,-0.219814867,0.509465091,-0.661611237,-0.199202159,-0.105838049,0,9.695786647,0,0,0,-0.349056467
